line_number,parent_asin,title,category_depth,category_path,categories_json
16157,B000I0DVX0,Womens 7 Inch Heels Clear Platform Sandals Ankle Strap Dancer Shoes Silver Size: 8,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Heeled Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Heeled Sandals""]"
16158,B07QXK6GPV,Women's High Waisted Bikini Swimsuits Floral Bandage Ruched Swimwear Vintage Two Piece Bathing Suits,6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Bikinis"", ""Sets""]"
16159,B0BC82NRNB,KALEKI Cow Slippers Cute Cartoon Animal Slippers Warm Thick Sole Slippers Autumn and Winter Home Slippers Funny Plush Cotton Slippers,4,"Clothing, Shoes & Jewelry > Women > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Slippers""]"
16160,B07VWQKHZY,"WISCOON Ankle Bracelets for Women, Anklets for Women Girls Silver Gold Two Style Ankle Bracelets Set Adjustable",4,"Clothing, Shoes & Jewelry > Women > Jewelry > Anklets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Anklets""]"
16161,B07X9SXG5Y,Goodthreads Men's 3-Pack Cotton Modal Stretch Knit Trunk Underwear,5,"Clothing, Shoes & Jewelry > Men > Clothing > Underwear > Trunks","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Underwear"", ""Trunks""]"
16162,B07DV5F4F7,The World Jewelry Center 14k REAL Yellow Gold Solid 1mm Figaro Chain Necklace with Spring Ring Clasp,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Chains","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Chains""]"
16163,B07CVSMFX9,IDIFU Women's Classic High Heels Dress Wedding Pumps Closed Pointed Toe Prom Party Shoes,4,"Clothing, Shoes & Jewelry > Women > Shoes > Pumps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Pumps""]"
16164,B077NT46YT,World's Best Cairn Terrier Mom Long Sleeve Graphic T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Shirts"", ""T-Shirts""]"
16165,B0789CQ6GD,TEN@NIGHT Adult Baby Diaper Lover ABDL Onesie Pajamas Bodysuit - Cute Purple Rainbow,3,"Clothing, Shoes & Jewelry > Women > Clothing","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing""]"
16166,B07D7V4LFH,Mens Stylish Sports Gym Shoes,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Walking""]"
16167,B0BC1HXXXY,925 Sterling Silver Snowflake Pendant Necklace Sparkle Cubic Zirconia Hypoallergenic Necklaces for Women Christmas Gifts (white gold),5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
16168,B09D96W56J,shinfly Womens Running Tennis Work Shoes Slip On Resistant Sneakers Fashion Gym Sport Non Slip Casual Walking Indoor Athletic Shoes Camouflage Grey 9,5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Walking""]"
16169,B0081LE8YY,Saucony Women's Type A5 Running Shoe,6,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Running > Road Running","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Running"", ""Road Running""]"
16170,B0964FMV97,"Pura Vida Silver-Plated Neon Wave Bead Stackable Ring - Brass Base, Stylish Design - Size 5-9",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Rings > Stacking","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Rings"", ""Stacking""]"
16171,B077ZG1P74,"Rampage Women's Ram-Scheena Wedge Sandal,",5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Platforms & Wedges","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Platforms & Wedges""]"
16172,B00HZ3SYEO,UGG Men's Chester Slip-On Loafer,4,"Clothing, Shoes & Jewelry > Men > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Slippers""]"
16173,B094CNV5B3,Verdusa Women's 2 Piece Outfit One Shoulder Crop Top and Twist Bodycon Skirt Set,5,"Clothing, Shoes & Jewelry > Women > Clothing > Suiting & Blazers > Suit Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Suiting & Blazers"", ""Suit Sets""]"
16174,B01COK9CWK,"Life is Good Crusher Scoop Tune in Nature T-Shirt, Woodland Green",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shirts & Tees"", ""T-Shirts""]"
16175,B07JLHNGL9,"HonourSex Womens Capri Skirt Tennis Casual Skirted Leggings Skort, Sport Running Athletic Swim Workout with Capri/Shorts",6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Skirts & Skorts > Active Skorts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Skirts & Skorts"", ""Active Skorts""]"
16176,B07FNMYSD7,Women's Comfy Soft Memory Foam Ballerina Slippers Ladies Cashmere Lightweight Breathable Slip on Spa House Shoes Decor with Rhinestone,4,"Clothing, Shoes & Jewelry > Women > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Slippers""]"
16177,B08NVZCLZ7,Reebok Men's Classic Leather Sneaker,4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
16178,B00JON3BYQ,Jewelry Liquidation 10k Solid Yellow Gold Ring with Real Onyx and White CZ,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Rings > Statement","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Rings"", ""Statement""]"
16179,B01N14Q2AR,DOLFIN BELLAS SOLIDS BUTTERFLY BACK ONE PIECE SWIMSUIT WOMENS,5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women > One-Piece Suits","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Competitive Swimwear"", ""Women"", ""One-Piece Suits""]"
16180,B00V6K99XM,Converse Unisex Chuck Taylor All Star Ox Low Top Red Sneakers - 4.5 Men 6.5 Women,4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
16181,B07K4SSXCT,"Comfortview Women's Wide Width The Corey Boot - 12 W, Dark Olive Brown",5,"Clothing, Shoes & Jewelry > Boot Shop > Women > Fashion > Combat","[""Clothing, Shoes & Jewelry"", ""Boot Shop"", ""Women"", ""Fashion"", ""Combat""]"
16182,B079K9QNGT,"Thin Red Line,Thin Blue Line, Thin RED & Blue Line Flexfit Baseball Cap",5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
16183,B083B1Z8BM,Carter's Kids' Teddy Sneaker,4,"Clothing, Shoes & Jewelry > Girls > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Sneakers""]"
16184,B083B72RB6,Luxury Burgundy Ball Gown Pageant Dresses for Girls Long Flower Puffy Tulle Prom Wedding Birthday Christmas Party 2-15Y,5,"Clothing, Shoes & Jewelry > Girls > Clothing > Dresses > Special Occasion","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Dresses"", ""Special Occasion""]"
16185,B078HHGVV6,Macaroon Mini Black Series Black,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Fashion Backpacks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Fashion Backpacks""]"
16186,B08R5RW66T,32 Degrees Women's Lightweight Hooded Short Puffer Water Resistant Packable Down Jacket,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Down Jackets & Parkas","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Down Jackets & Parkas""]"
16187,B012DXWOVE,Johnston & Murphy Men's Matthews Slip-On Loafer,4,"Clothing, Shoes & Jewelry > Men > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Loafers & Slip-Ons""]"
16188,B00AKQ2S54,Oryany Handbags Barcelona BA467 Shoulder Bag,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Shoulder Bags""]"
16189,B007FPQ1MY,The Muppets Adult Beaker Set,5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Men > Costumes & Cosplay Apparel > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Men"", ""Costumes & Cosplay Apparel"", ""Costumes""]"
16190,B01D58AAGC,Girls Indoor/Outdoor Sun Bucket Floppy Hat - Lightweight 100% Cotton - Pink Butterfly (Sizes: Infant - 6yrs),4,"Clothing, Shoes & Jewelry > Girls > Accessories > Hats & Caps","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Accessories"", ""Hats & Caps""]"
16191,B07PMRBRRJ,925 Sterling Silver Bar Earrings For Women Hypoallergenic Dainty CZ Bar Stud Earrings Minimalist Jewelry,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Stud","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Stud""]"
16192,B019COJYME,Youngland Baby Girls' Knit Drop Waist Dress with Chevron Legging,6,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Clothing > Clothing Sets > Pant Sets","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Clothing"", ""Clothing Sets"", ""Pant Sets""]"
16193,B003W7OBZI,LSU Tigers Stainless Steel Mens Sport Watch,4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
16194,B074HFWL2D,DC Comics Batgirl Logo Baby Girls Bodysuit Dress Up Outfit (Newborn),5,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Clothing > Bodysuits","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Clothing"", ""Bodysuits""]"
16195,B072R3KKJX,US Ski-Snowboard Licensed Apparel U.S. Ski Team Logo Hooded Sweatshirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Hoodies","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Hoodies""]"
16196,B088NLVQLJ,SYLPHID Steel Toe Shoes for Men Composite Toe Shoe for Women Work and Safety Footwear Breathable Comfortable Slip Resistant,6,"Clothing, Shoes & Jewelry > Women > Uniforms, Work & Safety > Shoes > Work & Utility > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Uniforms, Work & Safety"", ""Shoes"", ""Work & Utility"", ""Shoes""]"
16197,B0010KTB1I,Maison Lejaby 5304P-003 Women's Les Invisibles White Highwaist Brief Lge,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Panties > Briefs","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]"
16198,B089S9C81L,says of Course I'm Right I'm Dede T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Men > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Shirts"", ""T-Shirts""]"
16199,B075YXLZKX,Vietguild Jewish Torah ScrollBook Silver Pewter Gold Brass Charm Necklace Pendant Jewelry,3,"Clothing, Shoes & Jewelry > Men > Jewelry","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry""]"
16200,B09L11FF8K,Leisfit Womens Mens Slippers Cozy Indoor House Slippers Slip-on Barefoot House Shoes with Non-slip Rubber Sole,4,"Clothing, Shoes & Jewelry > Women > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Slippers""]"
16201,B07FNTYC9W,Western Satchel Shoulder Handbag Bundle w Leather Coin Purse,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Shoulder Bags""]"
16202,B00X6PXGP2,Harley-Davidson Little and Big Kid's Black Faux Leather Engineer Boots. D61012,5,"Clothing, Shoes & Jewelry > Boot Shop > Boys > Fashion > Motorcycle","[""Clothing, Shoes & Jewelry"", ""Boot Shop"", ""Boys"", ""Fashion"", ""Motorcycle""]"
16203,B0BFPKR21B,ALPHA CAMP Women's Fleece Jacket Full Zip Up Hoodies Comfortable Ligthweight Sweatshirt,6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance > Fleece","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Active & Performance"", ""Fleece""]"
16204,B07L4BWF3S,ELBLUVF 18k Rose Gold Plated Stainless Steel Women EKG Heartbeat Love Cardiogram Necklace Jewelry Sets,4,"Clothing, Shoes & Jewelry > Women > Jewelry > Jewelry Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Jewelry Sets""]"
16205,B0CCD37DTM,FNOVCO Wool Socks for Women Winter Warm Hiking Cozy Work Thermal Thick Boot Crew Socks 5 Pairs,6,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks > Calf Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]"
16206,B09FM5DJWQ,PUMA Grade Roma As Jr Sneaker (Grade School),4,"Clothing, Shoes & Jewelry > Girls > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Sneakers""]"
16207,B07BRPSVYJ,FEISEDY Stylish Oversize Women Sunglasses Inspired Design B2420,5,"Clothing, Shoes & Jewelry > Women > Accessories > Sunglasses & Eyewear Accessories > Sunglasses","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Sunglasses""]"
16208,B000FJOT1M,Swissco Ring Holder Elephant -Gold Tone,5,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Jewelry Boxes & Organizers > Jewelry Trays","[""Clothing, Shoes & Jewelry"", ""Shoe, Jewelry & Watch Accessories"", ""Jewelry Accessories"", ""Jewelry Boxes & Organizers"", ""Jewelry Trays""]"
16209,B004IPR4Z2,Amazon Collection Men's Stainless Steel Square Cuff Links with Black Inlay,4,"Clothing, Shoes & Jewelry > Men > Jewelry > Cuff Links","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Cuff Links""]"
16210,B0BRP35PQC,Nike Alpha Huarache 4 Keystone Boy's Rubber Baseball Cleats,5,"Clothing, Shoes & Jewelry > Boys > Shoes > Athletic > Baseball & Softball","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Shoes"", ""Athletic"", ""Baseball & Softball""]"
16211,B01MDNE22T,ALDO Chesa,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Top-Handle Bags""]"
16212,B07SVG5T9J,"Guilty Shoes Womens Classic Pointy Toe Ballet Slip On - Casual Comfortable Flats (6.5 M US, Chestnut Pu)",4,"Clothing, Shoes & Jewelry > Women > Shoes > Flats","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Flats""]"
16213,B0799Q7PVJ,90 Degree By Reflex Open Back Mesh Powerflex Tank,6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > Tank Tops","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shirts & Tees"", ""Tank Tops""]"
16214,B077SPXM1T,Lucky Brand Women's Printed Ruffle Mini Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Casual","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]"
16215,B07V3V8ZL6,HOANAN Women Leather Belt for Jeans Pant Shorts Waist Belt with Pin Buckle,6,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Accessories > Belts","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Golf"", ""Women"", ""Accessories"", ""Belts""]"
16216,B0167YO3O6,Aerosoles Women's Badlands Wedge Sandal,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Platforms & Wedges","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Platforms & Wedges""]"
16217,B08SBHX9V8,ZESICA Women's Summer Ribbed Knit Elastic Drawstring Waist Casual Beach Shorts with Pockets,4,"Clothing, Shoes & Jewelry > Women > Clothing > Shorts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Shorts""]"
16218,B01JUJSIYG,"Thunder Unisex Barefoot Skin Shoes Polyester Socks for Yoga Exercise, Gym, Outdoor Walk, Beach Water Sport",4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
16219,B0B9VNCHR5,Dazzle fairy Shark Slides with Extra Dorsal Fin Unisex Slippers - Cloud Indoor Outdoor Cushioned Thick Sole Slide for Men and Women | Anti-Slip Open Toe Cute Casual Beach Summer Gift for Him/Her,4,"Clothing, Shoes & Jewelry > Men > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Slippers""]"
16220,B09XMJYFHL,Mother Bee Maternity Oversized Tie Dye Maternity Top,5,"Clothing, Shoes & Jewelry > Women > Maternity > Tops & Tees > Blouses & Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Maternity"", ""Tops & Tees"", ""Blouses & Button-Down Shirts""]"
16221,B06XKBDVP8,Miusey Womens Casual Sleeveless Cami Shirt Sexy Criss Cross Back Yoga Tank Tops,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > Tanks & Camis","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""Tanks & Camis""]"
16222,B07VRS72S2,Earth Shoes Avani 2 Banyan,3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
16223,B0083SBWZS,DGA Stealth Design Flexfit Cap (Stone),4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Golf"", ""Men""]"
16224,B074Q2L91D,"Orvis Men's Big Horn Fleece Hoodie, Heather Gray, Large",5,"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats > Fleece","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jackets & Coats"", ""Fleece""]"
16225,B001MA6AWY,Darn Tough Vermont in-Town Series Women's Triangles Light Socks,5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Athletic Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Athletic Socks""]"
16226,B083K58C3F,"Gemijack Womens Casual Long Sleeve Waffle Shirts Crewneck Loose T-Shirt Hollow Out Knit Tee Tops (A-Apricot, X-Large)",2,"Clothing, Shoes & Jewelry > Westlake","[""Clothing, Shoes & Jewelry"", ""Westlake""]"
16227,B08YY4DMS4,Dronkon Men's Short-Sleeve Golf Stripe Polo Shirts Cotton Blend Pique Regular-fit T-Shirts,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Polos","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Polos""]"
16228,B004TG4WZU,J.Lindeberg Men's M Ruy Regular Tx Jersey Polo,5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Active Shirts & Tees","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Active Shirts & Tees""]"
16229,B08YJBC94T,Design By Humans Junior's Fire Phoenix by chriskar T-Shirt - -,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
16230,B072BXTZCN,Collettie Betty Girls No-Show Low Cut Athletic Ankle Socks - 12 pack,5,"Clothing, Shoes & Jewelry > Girls > Clothing > Active > Athletic Socks","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Active"", ""Athletic Socks""]"
16231,B01KV15KDO,"Neleus Men's Long Sleeve Button Down Plaid Shirts,112,Black,S,Tag M",5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Casual Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Casual Button-Down Shirts""]"
16232,B00FL4GYBO,"totes ISOTONER Mens Microsuede Penny Loafer Moccasin Slippers, Xlarge (11-12), Brown",3,"Clothing, Shoes & Jewelry > Men > Shoes","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes""]"
16233,B078TFZ9G2,Womens Floral Print Blouse Tops 3/4 Long Sleeves Casual Loose Floral Tunic Button Up Print Shirts Light Blue,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tunics","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]"
16234,B09J8TSRNT,"Watch Spring Bar Plier Tool Set, Bracelet Remover Watch Strap Adjuster Tool Spring Bar Standard Spring Bar Plier Tool for Watch Wrist Bands Strap Removal Repair Fix Set",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Repair Tools & Kits","[""Clothing, Shoes & Jewelry"", ""Shoe, Jewelry & Watch Accessories"", ""Watch Accessories"", ""Repair Tools & Kits""]"
16235,B0B41RG21B,"DIUICO Men's Zip Up Hoodie Sherpa Lined Winter Jackets Thick Fleece Coat Warm Sweatshirt with Zipper Pockets (Grey,XXL)",5,"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats > Fleece","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jackets & Coats"", ""Fleece""]"
